country,indicator,period,value,unit,source,status
DEU,NY.GDP.MKTP.KD.ZG,2020,-4.13191443239947,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DEU,NY.GDP.MKTP.KD.ZG,2021,3.90999994204108,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DEU,NY.GDP.MKTP.KD.ZG,2022,1.8092581243061,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DEU,NY.GDP.MKTP.KD.ZG,2023,-0.869647578573321,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DEU,NY.GDP.MKTP.KD.ZG,2024,-0.495851897260366,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DEU,NY.GDP.MKTP.KD.ZG,2025,0.239578342117881,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2000,3.72400899471576,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2001,0.95003224600012,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2002,0.456530018779986,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2003,0.441091006625101,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2004,2.77635180744053,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2005,2.35960882992528,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2006,3.81648769908172,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2007,0.987173815945127,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2008,-0.417178439991005,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2009,-4.97447905669058,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2010,1.58289703108802,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2011,1.3108037609606,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2012,-0.00543230161670749,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2013,1.39267343161971,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2014,1.27799983192831,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2015,2.10441456445301,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2016,3.07304549209093,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2017,3.05647723922718,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2018,1.8600074900921,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2019,1.71140093932736,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2020,-1.78010601831291,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2021,6.50025445756295,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2022,0.443832614908331,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2023,0.604587766175584,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2024,3.47783593140312,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
DNK,NY.GDP.MKTP.KD.ZG,2025,2.92843280014236,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2000,5.20064125553942,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2001,3.91908880808811,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2002,2.75545611564098,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2003,2.9392895953076,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2004,3.1145314799161,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2005,3.5512255846125,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2006,4.04343515605099,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2007,3.53350013165972,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2008,0.767165748290694,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2009,-3.76813306940053,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2010,0.0941223116369514,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2011,-0.639920636520344,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2012,-2.86511368637748,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2013,-1.42732224757626,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2014,1.52048593647231,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2015,4.06086672473866,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2016,2.91515598595787,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2017,2.89604207865007,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2018,2.39541124478878,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2019,1.96117850841711,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2020,-10.9400706350371,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2021,6.68314420473001,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2022,6.37031712129601,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2023,2.46085796805582,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2024,3.45525405630191,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
ESP,NY.GDP.MKTP.KD.ZG,2025,2.82495400578509,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2000,10.0876385800462,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2001,5.88074589534277,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2002,6.93300082616575,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2003,7.59630181032645,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2004,6.80070110758655,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2005,9.52305386462066,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2006,9.76257131206653,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2007,7.57091879311882,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2008,-5.12531154308803,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2009,-14.6302225427906,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2010,2.4497502063999,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2011,7.60697458913162,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2012,3.67201872506541,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2013,1.75649379621869,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2014,3.32278988182702,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2015,1.83815262882932,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2016,3.09301920751959,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2017,5.63467248963991,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2018,3.69969756161726,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2019,3.72664943466884,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2020,-2.88380751483778,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2021,8.25488044580031,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2022,-1.22616966587796,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2023,-2.74421914571231,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2024,-0.0900428648493801,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
EST,NY.GDP.MKTP.KD.ZG,2025,0.584308464789387,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2000,5.75373770498848,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2001,2.64026205699308,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2002,1.68732644358099,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2003,2.01179992738312,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2004,4.00537952277651,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2005,2.77730918518017,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2006,4.01957326515895,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2007,5.31280176694145,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2008,0.784431235717051,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2009,-8.07603116552393,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2010,3.1682879121621,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2011,2.39039455396828,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2012,-1.52284013040689,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2013,-0.979741024949618,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2014,-0.4780684247837,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2015,0.466503766322674,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2016,2.57193414898754,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2017,3.30337003591039,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2018,1.19297759742292,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2019,1.34973845741737,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2020,-2.49103605535707,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2021,2.67634641498897,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2022,0.763041912763526,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2023,-1.28973484453397,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2024,0.374566568538427,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FIN,NY.GDP.MKTP.KD.ZG,2025,0.173444509584499,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2000,4.14099996402915,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2001,1.89946701186636,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2002,1.06775027069419,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2003,0.967827182558352,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2004,2.86825052501032,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2005,1.88856584109286,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2006,2.71406448755236,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2007,2.53048188351066,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2008,0.380171435849121,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2009,-2.82455153714783,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2010,2.00032476039051,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2011,2.43757653729007,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2012,0.183835264973013,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2013,0.781756446231,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2014,0.997832947295251,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2015,1.06675474783462,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2016,0.860031075424033,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2017,2.08361485997399,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2018,1.64590872395887,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2019,2.02744646419237,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2020,-7.44064589948231,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2021,6.88233783360239,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2022,2.71676264185913,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2023,1.43921494437743,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2024,1.19046798275883,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
FRA,NY.GDP.MKTP.KD.ZG,2025,0.840949955479587,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2000,4.52438074810904,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2001,2.39102229602824,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2002,1.70902736258567,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2003,3.21851612669614,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2004,2.32601853325993,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2005,2.7906547174688,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2006,2.18982132415704,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2007,2.93091133582351,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2008,-0.0494116727402769,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2009,-4.58740819226323,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2010,2.26054460931586,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2011,0.851437739020326,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2012,1.52826034721852,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2013,1.71846961308464,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2014,3.16017351468152,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2015,2.14040560033371,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2016,2.20652020635357,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2017,3.02322219840339,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2018,1.55133095078786,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2019,1.25629899760824,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2020,-10.047896637362,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2021,8.5431118453255,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2022,5.14970388522993,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2023,0.271650048355255,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2024,1.08027716858781,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GBR,NY.GDP.MKTP.KD.ZG,2025,1.38844207858726,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2000,4.13782699405849,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2001,4.65041459442163,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2002,4.68313727063017,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2003,5.79682274294369,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2004,5.37786634595851,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2005,1.18350635493289,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2006,6.44339762487436,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2007,3.50686976639459,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2008,0.0574740238200775,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2009,-4.11927606715011,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2010,-5.6937412158003,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2011,-9.87677875300243,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2012,-8.33113421099992,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2013,-2.27211699888024,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2014,0.792225060962835,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2015,-0.228301892172851,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2016,-0.0317947678412054,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2017,1.47312472702352,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2018,2.06467207892409,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2019,2.27718065334808,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2020,-9.19623149726978,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2021,8.65449786002131,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2022,5.52198580589408,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
GRC,NY.GDP.MKTP.KD.ZG,2023,2.13591131996631,% annual change,wdi_NY.GDP.MKTP.KD.ZG,published observation / estimate; see metadata
