country,indicator,period,value,unit,source,status
MEX,FP.CPI.TOTL.ZG,2001,6.36773806235037,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2002,5.03072733151295,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2003,4.54690012118718,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2004,4.68840884843143,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2005,3.98805714597437,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2006,3.62946762439132,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2007,3.96684905458235,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2008,5.12498274575896,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2009,5.29735584228856,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2010,4.15672722680174,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2011,3.40737824605742,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2012,4.11150981070289,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2013,3.80639069747204,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2014,4.01861608078679,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2015,2.72064064964023,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2016,2.8217078474766,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2017,6.04145724018986,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2018,4.89935015356551,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2019,3.63596142127046,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2020,3.39683415570006,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2021,5.68920847683753,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2022,7.8962761916855,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2023,5.52796087314389,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2024,4.72225588452932,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
MEX,FP.CPI.TOTL.ZG,2025,3.80668650726485,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2000,2.36052233801958,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2001,4.15584127195612,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2002,3.28753104712766,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2003,2.09199838997655,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2004,1.26364739183177,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2005,1.6881301786962,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2006,1.10150106517709,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2007,1.61385859802102,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2008,2.48650198289457,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2009,1.18977687021548,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2010,1.27530569556679,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2011,2.34107017751373,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2012,2.45554765291614,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2013,2.50689852657875,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2014,0.976035079699679,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2015,0.600248147278776,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2016,0.316666666666652,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2017,1.38145871407216,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2018,1.70349794744479,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2019,2.63369910249591,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2020,1.27246037789161,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2021,2.67572008805385,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2022,10.0012078753473,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2023,3.83839354342808,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2024,3.34754304219953,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NLD,FP.CPI.TOTL.ZG,2025,3.2595766451366,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2000,3.08550609131279,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2001,3.00419703998233,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2002,1.28672528415184,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2003,2.48782553461781,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2004,0.454498502220863,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2005,1.53213367609249,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2006,2.3293498075755,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2007,0.712589073634201,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2008,3.75393081761005,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2009,2.19738586853568,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2010,2.41890639481003,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2011,1.2849515880916,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2012,0.696864111498263,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2013,2.12048620353112,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2014,2.04170286707211,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2015,2.17113665389527,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2016,3.55000000000007,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2017,1.87510059552545,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2018,2.76483134528797,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2019,2.16773003305411,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2020,1.28658490707996,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2021,3.48388055266669,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2022,5.76412317852272,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2023,5.51784987104659,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2024,3.14530134431081,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NOR,FP.CPI.TOTL.ZG,2025,3.05562484410077,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2000,2.6152344624632,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2001,2.62581630392903,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2002,2.67709257711605,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2003,1.75357444759557,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2004,2.29024902847571,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2005,3.03702332617012,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2006,3.36540196171993,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2007,2.37614310290659,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2008,3.9589493731206,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2009,2.1156511055456,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2010,2.30202385958572,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2011,4.0279066739204,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2012,1.05991318445632,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2013,1.13442266445817,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2014,1.227507505974,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2015,0.292704628136101,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2016,0.646240284454524,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2017,1.85078767452536,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2018,1.59829703801696,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2019,1.61963190184048,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2020,1.71456170007245,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2021,3.94112060778728,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2022,7.17222476016441,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2023,5.73316283034957,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2024,2.92279782301957,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
NZL,FP.CPI.TOTL.ZG,2025,2.8397963180572,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2000,9.90017538843065,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2001,5.4083354556615,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2002,1.90528215048054,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2003,0.682701375787632,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2004,3.38264681884699,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2005,2.18379872390251,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2006,1.28469394366416,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2007,2.4587431238539,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2008,4.16497193524779,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2009,3.79539242483399,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2010,2.58069370250548,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2011,4.23940149625932,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2012,3.56037151702793,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2013,0.991982606332335,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2014,0.0538213132399802,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2015,-0.874125874125862,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2016,-0.664767331433962,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2017,2.07593553673859,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2018,1.81295156542689,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2019,2.22747880938291,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2020,3.37446972618589,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2021,5.05502704719272,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2022,14.4294507575758,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2023,11.5289127961105,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2024,3.79060897630197,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
POL,FP.CPI.TOTL.ZG,2025,3.81419531520146,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2000,2.85303039287156,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2001,4.36990330551792,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2002,3.60034658290915,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2003,3.21899090682895,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2004,2.365362040973,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2005,2.27716394887838,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2006,3.1076654587105,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2007,2.45396528138746,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2008,2.58850657657956,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2009,-0.835530021504157,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2010,1.40257289895372,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2011,3.6530110043073,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2012,2.77333854051576,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2013,0.274416666666663,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2014,-0.278153367467428,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2015,0.48793862390472,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2016,0.607397074641719,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2017,1.36861411643482,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2018,0.993715683468233,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2019,0.338178410046124,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2020,-0.0124383299576209,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2021,1.26565719069044,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2022,7.83269124233323,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2023,4.31128191898681,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2024,2.41613187791876,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
PRT,FP.CPI.TOTL.ZG,2025,2.33601620316701,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2000,12.0357805974299,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2001,7.32962019115532,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2002,3.12714222984609,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2003,8.55414305406653,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2004,7.54850088183423,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2005,2.70908494588383,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2006,4.48333120449615,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2007,2.75672371638135,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2008,4.59817976325028,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2009,1.61510464058236,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2010,0.957018132975174,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2011,3.91928599146291,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2012,3.6061026352289,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2013,1.40047368963025,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2014,-0.0761653295419871,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2015,-0.325219777427765,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2016,-0.520010196278358,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2017,1.31194588223247,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2018,2.51403712883803,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2019,2.6645613342544,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2020,1.93694126694223,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2021,3.1496062992126,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2022,12.7741463637611,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2023,10.5319476645211,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2024,2.75760909424279,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVK,FP.CPI.TOTL.ZG,2025,4.00042823495829,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2000,8.91174418658757,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2001,8.37966587492208,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2002,7.48077770703761,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2003,5.54416421752897,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2004,3.5929759424951,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2005,2.45150132316477,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2006,2.45792444195863,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2007,3.657495632841,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2008,5.64742380573939,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2009,0.839262246793805,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2010,1.80117022137138,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2011,1.8028517194191,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2012,2.59741386039003,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2013,1.76920085881897,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2014,0.199343826570844,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2015,-0.525552285820783,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2016,-0.0549995416705683,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2017,1.42910743319306,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2018,1.7386086198818,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2019,1.63052260754335,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
SVN,FP.CPI.TOTL.ZG,2020,-0.05485681576061,% annual change,wdi_FP.CPI.TOTL.ZG,published observation / estimate; see metadata
