id,name,chamber,party,state,electorate,occupation,sector_hint,source
316915,"ABDO, Basem",Member,Australian Labor Party,Vic,Calwell,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/316915
R36,"ALBANESE, the Hon. Anthony Norman",Member,Australian Labor Party,NSW,Grayndler,"Senior Policy Adviser to the Premier, the Hon. R Carr (NSW) from 1995 to 1996.",Political employment,https://handbook.aph.gov.au/parliamentarians/R36
R36,"ALBANESE, the Hon. Anthony Norman",Member,Australian Labor Party,NSW,Grayndler,Party official from 1989 to 1995.,Political employment,https://handbook.aph.gov.au/parliamentarians/R36
R36,"ALBANESE, the Hon. Anthony Norman",Member,Australian Labor Party,NSW,Grayndler,"Research officer to the Minister for Local Government and Administrative Services, the Hon. T Uren, MP from 1985 to 1989.",Political employment,https://handbook.aph.gov.au/parliamentarians/R36
R36,"ALBANESE, the Hon. Anthony Norman",Member,Australian Labor Party,NSW,Grayndler,Bank officer from 1980 to 1981.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/R36
11788,"ALDRED, Mary",Member,Liberal Party of Australia,Vic,Monash,Head of Corporate Affairs for Fujitsu Asia Pacific.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/11788
11788,"ALDRED, Mary",Member,Liberal Party of Australia,Vic,Monash,Chief Executive Officer for the Franchise Council of Australia.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/11788
11788,"ALDRED, Mary",Member,Liberal Party of Australia,Vic,Monash,Chief Executive Officer for the Committee for Gippsland.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/11788
11788,"ALDRED, Mary",Member,Liberal Party of Australia,Vic,Monash,Farmhand at family business.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/11788
298839,"ALLMAN-PAYNE, Penny",Senator,Australian Greens,Qld,,Lawyer from 2007 to 2012.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/298839
298839,"ALLMAN-PAYNE, Penny",Senator,Australian Greens,Qld,,Secondary School Teacher from 1993 to 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/298839
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,"Professorial Fellow, 2015.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,Associate Professor at Curtin University from 2014 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,Senior Lecturer at Curtin University and Edith Cowan University from 2011 to 2014.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,Manager of Training and Education at the Equal Opportunity Commission (WA) from 2007 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,Senior Policy Officer at the Office of Multicultural Interests (WA) from 2002 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
13050,"ALY, the Hon. Dr Anne",Member,Australian Labor Party,WA,Cowan,"Senior Policy Officer at the Department of Education and Training (WA), from 2001 to 2002.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/13050
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,"Regional Director, St Vincent de Paul Society (NSW)",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315618
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,"Senior Lawyer, the Australian Hotels Association (NSW)",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315618
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,"Senior Associate, Hospitality Legal Pty Ltd",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315618
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,"Legal Counsel, the Electrical Trades Union of Australia",Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/315618
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,"Legal Counsel, the Australian Nursing and Midwifery Federation (NSW Branch)",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315618
315618,"AMBIHAIPAHAR, Ashvini (Ash)",Member,Australian Labor Party,NSW,Barton,Scientist/Anatomy Technical Officer at the University of Sydney,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315618
290544,"ANANDA-RAJAH, Dr Michelle",Senator,Australian Labor Party,Vic,,Associate Editor from January 2021.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/290544
290544,"ANANDA-RAJAH, Dr Michelle",Senator,Australian Labor Party,Vic,,Associate Professor from November 2020 to February 2021.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/290544
290544,"ANANDA-RAJAH, Dr Michelle",Senator,Australian Labor Party,Vic,,Statistical and Methods Reviewer from July 2019 to August 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/290544
290544,"ANANDA-RAJAH, Dr Michelle",Senator,Australian Labor Party,Vic,,Research Fellow from 2019 to 2020.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/290544
290544,"ANANDA-RAJAH, Dr Michelle",Senator,Australian Labor Party,Vic,,Medical Doctor from January 2009 to August 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/290544
269375,"ANTIC, Alexander (Alex) Charles",Senator,Liberal Party of Australia,SA,,Solicitor from 2002 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/269375
16913,"AYRES, the Hon. Timothy (Tim)",Senator,Australian Labor Party,NSW,,Secretary of the Australian Manufacturing Workers' Union (NSW/ACT Branch) from 2010 to 2017.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/16913
16913,"AYRES, the Hon. Timothy (Tim)",Senator,Australian Labor Party,NSW,,Assistant Secretary for the Australian Manufacturing Workers' Union (NSW/ACT Branch) from 2004 to 2010.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/16913
16913,"AYRES, the Hon. Timothy (Tim)",Senator,Australian Labor Party,NSW,,Organiser for the Australian Manufacturing Workers' Union (NSW/ACT Branch) from 1996 to 2004.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/16913
300706,"BABET, Ralph",Senator,United Australia Party [2018],Vic,,Small business owner,Private enterprise (explicit role),https://handbook.aph.gov.au/parliamentarians/300706
315478,"BATT, David",Member,The Nationals,Qld,Hinkler,Community Resilience and Disaster Management Coordinator for the Bundaberg Regional Council from July 2021 to April 2025.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315478
315478,"BATT, David",Member,The Nationals,Qld,Hinkler,Police Officer (Detective Sergeant) of the Queensland Police Service from January 1989 to July 2012.,Public service / defence (explicit role),https://handbook.aph.gov.au/parliamentarians/315478
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Electorate Officer for the Member for Currumbin (Qld) from February 2019 to April 2019.,Political employment,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,National Business Development Manager from January 2015 to October 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,"Author, 2014.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Visual Merchandising Project Manager from January 2010 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Retail Consultant and Workplace Trainer at the National Retail Association from January 2004 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Sales Agent (Qld) from 2002 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Sales Representative (NSW/Vic./Tas.) from 1998 to 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
282981,"BELL, Angie Marion",Member,Liberal Party of Australia,Qld,Moncrieff,Professional Musician from 1985 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/282981
319142,"BELL, Sean Fredrick",Senator,One Nation,NSW,,One Nation Whips Clerk and Advisor,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/319142
319142,"BELL, Sean Fredrick",Senator,One Nation,NSW,,Claims Investigator,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/319142
319142,"BELL, Sean Fredrick",Senator,One Nation,NSW,,Manual Labourer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/319142
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Manager at the MEGT Foundation from 2022 to 2024.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Managing Director from 2021 to 2024.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Community Change Manager at Family Life from 2019 to 2021.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Manager at Communities for Children from 2018 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Community Support Service Coordinator in Frankston South from 2017 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Partnerships Coordinator at Anglicare Victoria from 2015 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Executive Manager at the Jobs Australia Foundation from 2010 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
309484,"BELYEA, Jodie Anne",Member,Australian Labor Party,Vic,Dunkley,Executive Manager at Connectus on the Premier's Drug Prevention Council from 2005 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/309484
23497,"BERRY, Carol",Member,Australian Labor Party,NSW,Whitlam,Chief Executive Officer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/23497
23497,"BERRY, Carol",Member,Australian Labor Party,NSW,Whitlam,Lawyer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/23497
23497,"BERRY, Carol",Member,Australian Labor Party,NSW,Whitlam,Director in the Federal Public Service,Public service / defence (explicit role),https://handbook.aph.gov.au/parliamentarians/23497
23497,"BERRY, Carol",Member,Australian Labor Party,NSW,Whitlam,Principal Project Officer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/23497
288713,"BIRRELL, Samuel (Sam) James",Member,The Nationals,Vic,Nicholls,Chief Executive Officer from 1.3.2016 to 24.12.2021.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/288713
288713,"BIRRELL, Samuel (Sam) James",Member,The Nationals,Vic,Nicholls,Agronomist from September 2008 to February 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/288713
288713,"BIRRELL, Samuel (Sam) James",Member,The Nationals,Vic,Nicholls,Agronomist from February 2002 to September 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/288713
25813,"BLEYER, Vanessa",Senator,Australian Greens,Tas,,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/25813
315170,"BLYTH, Leah",Senator,Liberal Party of Australia,SA,,Education Executive,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/315170
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Expert Adviser (Electrification of Everything) at the Smart Energy Council from 2022 to 2023.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Advisory Board Member at the Good Car Company from 2021 to 2024.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Executive Manager at the Responsible Investment Association Australasia from 2015 to 2021.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,"Project Manager on Low Carbon Investment Registry at the Investor Group on Climate Change , 2014.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Acting Chief of External Affairs at the Clean Energy Finance Corporation from 2012 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Principal Climate Change (Sustainability Assurance and Advice) at Banarra from 2009 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Director of Strategic Projects at the Climate Institute from 2006 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,"Senior Program and Policy Officer at the NSW Department of Environment, Climate Change and Water from 2003 to 2004.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Sustainable Cities and Industries Campaign Coordinator at the Australian Conservation Foundation from 2000 to 2003.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
26417,"BOELE, Nicolette",Member,Independent,NSW,Bradfield,Program Leader (Energy Efficiency) at the Sustainable Energy Development Authority of NSW from 1996 to 1999.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/26417
DZS,"BOWEN, the Hon. Christopher (Chris) Eyles",Member,Australian Labor Party,NSW,McMahon,"Chief of Staff to the Hon. P Scully, MLA (NSW) from 2001 to 2004.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZS
DZS,"BOWEN, the Hon. Christopher (Chris) Eyles",Member,Australian Labor Party,NSW,McMahon,"Senior adviser to the Hon. P Scully, MLA (NSW) from 2000 to 2001.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZS
DZS,"BOWEN, the Hon. Christopher (Chris) Eyles",Member,Australian Labor Party,NSW,McMahon,Industrial officer for the Finance Sector Union from 1995 to 2000.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/DZS
DZS,"BOWEN, the Hon. Christopher (Chris) Eyles",Member,Australian Labor Party,NSW,McMahon,"Research and media officer to the Hon. J Crosio, MP from 1994 to 1995.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DZS
299498,"BOYCE, Colin Einar",Member,The Nationals,Qld,Flynn,High pressure pipe welder for CSG Industry from 2010 to 2015,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299498
299498,"BOYCE, Colin Einar",Member,The Nationals,Qld,Flynn,Earthmoving contractor for Rural Land Development/Xtrata Coal from 1990,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299498
299498,"BOYCE, Colin Einar",Member,The Nationals,Qld,Flynn,Small business owner,Private enterprise (explicit role),https://handbook.aph.gov.au/parliamentarians/299498
299498,"BOYCE, Colin Einar",Member,The Nationals,Qld,Flynn,Grazier/Farmer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299498
299498,"BOYCE, Colin Einar",Member,The Nationals,Qld,Flynn,Boilermaker/Engineer,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299498
256063,"BRAGG, Andrew James",Senator,Liberal Party of Australia,NSW,,Executive Director of the Business Council of Australia from 2017 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/256063
256063,"BRAGG, Andrew James",Senator,Liberal Party of Australia,NSW,,Director of Policy at the Financial Services Council from 2014 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/256063
256063,"BRAGG, Andrew James",Senator,Liberal Party of Australia,NSW,,Policy Manager at the Financial Services Council from 2009 to 2014.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/256063
256063,"BRAGG, Andrew James",Senator,Liberal Party of Australia,NSW,,"Employed at Ernst & Young, 2008.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/256063
263427,"BRISKEY, Jo",Member,Australian Labor Party,Vic,Maribyrnong,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/263427
30484,"BROCKMAN, William (Slade) Edward Slade",Senator,Liberal Party of Australia,WA,,Campaign Director of the Australian Grains Champion from 2016 to 2017.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/30484
30484,"BROCKMAN, William (Slade) Edward Slade",Senator,Liberal Party of Australia,WA,,Chief of Staff and Senior Adviser to Senator the Hon. M Cormann from 2008 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/30484
30484,"BROCKMAN, William (Slade) Edward Slade",Senator,Liberal Party of Australia,WA,,Policy Director of the Pastoralists and Graziers Association (WA) from 2005 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/30484
F49,"BROWN, the Hon. Carol Louise",Senator,Australian Labor Party,Tas,,"Adviser/Office Manager to the Minister for Infrastructure, Energy and Resources (Tas.) from 2004 to 2005.",Political employment,https://handbook.aph.gov.au/parliamentarians/F49
F49,"BROWN, the Hon. Carol Louise",Senator,Australian Labor Party,Tas,,"Adviser/Office Manager to the Minister for Primary Industries, Water and Environment (Tas.) from 2002 to 2004.",Political employment,https://handbook.aph.gov.au/parliamentarians/F49
F49,"BROWN, the Hon. Carol Louise",Senator,Australian Labor Party,Tas,,Portfolio Services Manager at the Department of Premier and Cabinet (Tas.) from 1998 to 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/F49
F49,"BROWN, the Hon. Carol Louise",Senator,Australian Labor Party,Tas,,Adviser to Senator S Mackay from 1996 to 1998.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/F49
F49,"BROWN, the Hon. Carol Louise",Senator,Australian Labor Party,Tas,,Administrative Officer for the Australian Labor Party from 1984 to 1996.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/F49
230531,"BUCHHOLZ, the Hon. Scott Andrew",Member,Liberal Party of Australia,Qld,Wright,Managing director from 1992.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/230531
230531,"BUCHHOLZ, the Hon. Scott Andrew",Member,Liberal Party of Australia,Qld,Wright,Agri-finance manager from 1989 to 1991.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/230531
230531,"BUCHHOLZ, the Hon. Scott Andrew",Member,Liberal Party of Australia,Qld,Wright,Ringer from 1985 to 1987.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/230531
230531,"BUCHHOLZ, the Hon. Scott Andrew",Member,Liberal Party of Australia,Qld,Wright,Chief of Staff to Senator B Joyce.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/230531
DYW,"BURKE, the Hon. Anthony (Tony) Stephen",Member,Australian Labor Party,NSW,Watson,Organiser for the Shop Distributive and Allied Employees Association from 1997 to 2003.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DYW
DYW,"BURKE, the Hon. Anthony (Tony) Stephen",Member,Australian Labor Party,NSW,Watson,Director at Aticus Pty. Ltd. from 1996 to 1997.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DYW
DYW,"BURKE, the Hon. Anthony (Tony) Stephen",Member,Australian Labor Party,NSW,Watson,Electorate officer to Senator M Forshaw from 1994 to 1995.,Political employment,https://handbook.aph.gov.au/parliamentarians/DYW
DYW,"BURKE, the Hon. Anthony (Tony) Stephen",Member,Australian Labor Party,NSW,Watson,Electorate officer to Senator G Richardson from 1993 to 1994.,Political employment,https://handbook.aph.gov.au/parliamentarians/DYW
DYW,"BURKE, the Hon. Anthony (Tony) Stephen",Member,Australian Labor Party,NSW,Watson,Sales and shop assistant from 1982 to 1991.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/DYW
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Senior Branch Organiser for the Transport Workers' Union of Australia (SA/NT Branch) from September 2016 to May 2022.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/300129
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Seafarer (Integrated Rating) in the Offshore Gas and Oil Industry from September 2006 to March 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300129
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Cash in Transit Officer for Linfox Armaguard from November 2001 to August 2006.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300129
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Retail Assistant/Supervisor at Sportspower from November 1998 to September 2001.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300129
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Employed in Hospitality and Security from July 1997 to May 2002.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300129
300129,"BURNELL, Matthew (Matt) Paul",Member,Australian Labor Party,SA,Spence,Fast Food Server at KFC from October 1992 to March 1996.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300129
278522,"BURNS, Joshua (Josh) Solomon",Member,Australian Labor Party,Vic,Macnamara,Senior Adviser to the Premier (Vic.) from 2014 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/278522
HWK,"BUTLER, the Hon. Mark Christopher",Member,Australian Labor Party,SA,Hindmarsh,Union official from 1992 to 2007.,Union / worker organisation,https://handbook.aph.gov.au/parliamentarians/HWK
299145,"BYRNES, Alison",Member,Australian Labor Party,NSW,Cunningham,Senior Policy and Media Adviser from 2005 to 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/299145
300134,"CADELL, Ross Philip",Senator,The Nationals,NSW,,Special Projects Director for the Port of Newcastle from 2020 to 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300134
306489,"CALDWELL, Cameron",Member,Liberal Party of Australia,Qld,Fadden,Solicitor from 2003 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/306489
312823,"CAMPBELL, Julie-Ann",Member,Australian Labor Party,Qld,Moreton,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/312823
245212,"CANAVAN, the Hon. Matthew (Matt) James",Senator,The Nationals,Qld,,Chief of Staff to Senator B Joyce from 2010 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245212
245212,"CANAVAN, the Hon. Matthew (Matt) James",Senator,The Nationals,Qld,,Director of the Productivity Commission from 2009 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245212
245212,"CANAVAN, the Hon. Matthew (Matt) James",Senator,The Nationals,Qld,,Senior Executive at KPMG from 2008 to 2009.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245212
245212,"CANAVAN, the Hon. Matthew (Matt) James",Senator,The Nationals,Qld,,Senior Research Economist at the Productivity Commission from 2003 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/245212
I0M,"CASH, the Hon. Michaelia Clare",Senator,Liberal Party of Australia,WA,,Solicitor (Senior Associate) at Freehills from 1999 to 2008.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/I0M
316312,"CHAFFEY, Jamie",Member,The Nationals,NSW,Parkes,Not recorded,Unknown,https://handbook.aph.gov.au/parliamentarians/316312
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,"Executive Director of the Chifley Research Centre, 2013.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,Chief of Staff to the Deputy Prime Minister and Treasurer from 2010 to 2013.,Political employment,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,"General Manager of CPR (Qld), 2007.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,Deputy Chief of Staff and Principal Adviser to the Treasurer from 2007 to 2010.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,"Deputy Chief of Staff to the Leader of the Opposition, 2006.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,Senior Adviser to the Premier (NSW) from 2006 to 2007.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,Media Adviser to the Shadow Treasurer from 2005 to 2006.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,National Research Manager for the Australian Labor Party from 2002 to 2004.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,"Tutor in politics and public policy at Australian National University and the University of Canberra, 2001.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Member,Australian Labor Party,Qld,Rankin,Research officer at the Department of Premier and Cabinet (Qld) from 1999 to 2001.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/37998
264449,"CHANDLER, Claire",Senator,Liberal Party of Australia,Tas,,Client Manager at Deloitte Risk Advisory from 2018 to 2019.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/264449
264449,"CHANDLER, Claire",Senator,Liberal Party of Australia,Tas,,Senior Analyst at Deloitte Risk Advisory from 2016 to 2018.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/264449
264449,"CHANDLER, Claire",Senator,Liberal Party of Australia,Tas,,Analyst at Deloitte Risk Advisory from 2014 to 2016.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/264449
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,Director of Innovation & Strategy at Anglicare WA from 2017 to 2022.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,Sustainability Manager at Wesfarmers Ltd. from 2013 to 2015.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,General Manager of Emerging Ventures for Wesfarmers Ltd. from 2012 to 2013.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,Aboriginal Affairs Manager at Wesfarmers Ltd. from 2009 to 2011.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,"General Manager for Business Development at Perth Airport, 2007.",Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
300006,"CHANEY, Kate",Member,Independent,WA,Curtin,Strategy Consultant for Boston Consulting Group from 2003 to 2005.,Employer sector not determined,https://handbook.aph.gov.au/parliamentarians/300006
